videoId,videoTitle,channelTitle,commentId,parentCommentId,isReply,authorChannelId,authorDisplayName,text,publishedAt,likeCount,totalReplyCount,parentAuthorChannelId,parentAuthorDisplayName
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,UgyOqDHFB_jLLfKIMz14AaABAg,,False,UCeBfT8wKFCaIElZUj1fN-YA,@IQof2,"Ray: “I hate birds”

Bird: “I don’t think about you at all”",2025-04-10T03:17:35Z,247,2,,
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,UgyOqDHFB_jLLfKIMz14AaABAg.AGiYazUoft8AH1YD2tCjF5,UgyOqDHFB_jLLfKIMz14AaABAg,True,UC10OSgQrq3mu0xTV7cGBXPg,@Kate-lk6tw,"You hate birds, then you hate the web of life that feeds you. So dumb.",2025-04-17T21:39:00Z,4,0,UCeBfT8wKFCaIElZUj1fN-YA,@IQof2
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,UgyOqDHFB_jLLfKIMz14AaABAg.AGiYazUoft8AH6FgYA8eB7,UgyOqDHFB_jLLfKIMz14AaABAg,True,UCsIHviYYBXJvt5u-dsCwdVQ,@realistic_management,"Disappointed in the botanic garden hate, but I guess they're not for everyone.",2025-04-19T17:33:20Z,15,0,UCeBfT8wKFCaIElZUj1fN-YA,@IQof2
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg,,False,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah,"Melbourne's trams were basically saved by one person, Robert Risson, who argued with many people who were trying to get rid of them at a time when it was popular to do so in the 50s and 60s.. Obviously he won and we are grateful they have stayed. Melbourne would be a very different place without them. Also, have to point out I have lived in Melbourne for almost 30 years (country boy initially) and I'm still discovering neighbourhoods (usually because of where work takes me) and having that feeling of amazement. Each place certainly has its own vibe.",2025-04-11T06:55:38Z,433,11,,
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcAGoIuhYl7iq,Ugysq5FksQpw097l8tl4AaABAg,True,UCu0l8XV6c1ida8zNjovi_-A,@EJP286CRSKW,It is alleged that he had all the timber between the tracks replaced by concrete to make the tracks too expensive to remove.,2025-04-12T08:55:55Z,18,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcAGsCaiFZC4e,Ugysq5FksQpw097l8tl4AaABAg,True,UC3uYPLIOFc9A71ZBBKPA_EA,@ZeBoy85,"@heapsyeah he’s not the sole reason why the trams were retained he obviously played a massive part in the trams retention but there were other factors such as the lateness in which electrification of the tram network was completed, public and engrained political opposition, the introduction, effectiveness and proliferation of the W-Class tram and the Olympics.

Sydney were beginning to remove their admittedly antiquated tram network at pretty much the same time that electrification of the network in Melbourne was only just being completed as well as proliferation of the W-Class tram at around the same from 1920’s onwards, so when the opposition to trams came at that time in the 30’s 40’s the obvious clap back was why spend all this money electrifying the network and buying all these new trams to only rip it all out like only a couple of years later?

The W-Class which is now an icon also played a massive part, it was in its time cutting edge technology it was fast and super reliable due to its rugged design that literally had them still fully operating into the 1990’s and you still see them in the CBD to this very day, in comparison with the rickety trams Sydney were removing when the W-Class was being introduced they might as have been spacecraft it can’t be understated enough just how important the super dependable W-Class was and why it became an iconic piece of Melbourne’s cityscape it was a masterpiece.

And then Melbourne won the right to host the Olympics in 1956 and because the trams existed they were seen as vital at that time for being able to host the Olympics so they were retained at least into the 60’s by which time the public opposition to removing them had grown even stronger.

That didn’t stop the Libs from drastically underfunding the trams for the next 2 decades in an effort to undermine them that lasted until John Cain took power in the 1980’s and we got the Z-Class and the rest is history you probably know…",2025-04-13T21:17:43Z,19,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcAH7Ky0MFUaS,Ugysq5FksQpw097l8tl4AaABAg,True,UC3nwsZy6ldAQrd-qMU37Qsw,@konecho7792,"Semi trailer  sized public transport, Trams are a blight on our roads,down size.....",2025-04-20T03:38:39Z,0,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcAH9SC6C1E-S,Ugysq5FksQpw097l8tl4AaABAg,True,UCu0l8XV6c1ida8zNjovi_-A,@EJP286CRSKW,@ One tram is worth 200 cars in peak hour. You can’t argue with that.,2025-04-20T23:20:22Z,12,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcAHA7mnxjrqh,Ugysq5FksQpw097l8tl4AaABAg,True,UC3uYPLIOFc9A71ZBBKPA_EA,@ZeBoy85,"@EJP286CRSKW there’s all these city’s in the US which are living proof that Melbourne made the right decision on keeping trams… hell there’s even Sydney and Brisbane if you don’t want to look too far from home.

You’re always going to get some car brain peanut that looks at a tram full of 50-100 people and thinks “bloody semi-trailer sized monstrosities on my road!!!!” particularly amongst newer drivers that don’t yet understand that the ‘semi-trailer’ sized tram is actually radically lessening the traffic they having to deal with.",2025-04-21T05:41:15Z,9,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcAHGgqhQnYIt,Ugysq5FksQpw097l8tl4AaABAg,True,UCcWoRxMFMBhA_Jnhg968Trg,@MikeStevens,"​@konecho7792I'd love to see what brought you to that opinion. I imagine it's something like ""I drive a car, screw all those that don't""?",2025-04-23T18:51:48Z,6,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcAJi--ZEsuPL,Ugysq5FksQpw097l8tl4AaABAg,True,UCpb1srJV2FXpTnkhzOZVSSg,@timdaly3478,"No kidding, that’s cool to know",2025-06-23T11:40:42Z,1,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcATt4LO8FaJh,Ugysq5FksQpw097l8tl4AaABAg,True,UC_rMiK0Cj0E2BTk-nDxsKVA,@Dave_Sisson,"@ZeBoy85 I'm not political, but it shocks me how you misrepresent facts to twist things. You claim the Libs did not build more trams when every one of the Z class was ordered when they were in government. Then you claim credit for your political team (Labor) for building the Z class, when they did not. Of course it's all ancient history, but that doesn't excuse your distortions. If you're going to lie, perhaps you should lie about stuff that can't be easily looked up.",2026-03-03T08:12:57Z,1,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcATth3lsoCps,Ugysq5FksQpw097l8tl4AaABAg,True,UC3uYPLIOFc9A71ZBBKPA_EA,@ZeBoy85,"@D@Dave_Sissonh so that’s how we ended up with the disastrous 1969 Transportation Plan that prioritised cars over public transportation and resulted in the massive amount of sprawl on Melbourne’s fringe right?

Let’s see now $1.7 billion allocated for roads and freeways against… $240 million for rail?

Recommend for $55 million for 900 new trams to replace the by then aging W-Class… delivered… hmm less than 100 Z-Class.

No they weren’t underfunding public transportation not all…

The fact that we’re spending billions now to make up for the short comings of the City Loop tells you all you need to know about the Libs and their transportation plan.

The Libs historically have been worse than a wet fart for Victoria.",2026-03-03T14:00:04Z,0,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcATtvzgGAHWp,Ugysq5FksQpw097l8tl4AaABAg,True,UC_rMiK0Cj0E2BTk-nDxsKVA,@Dave_Sisson,"@ZeBoy85 Wow, I wrote a comment questioning your apparently one eyed partisanship and your lack of factual accuracy. That comment confirmed the first and did nothing to reassure me about the second. 

Look around you, good ideas and nice intentions come from all sorts of people. Tolerance and respect for people who dare to think differently than you do is far better than blind hate for them🙂",2026-03-03T16:10:27Z,1,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugysq5FksQpw097l8tl4AaABAg.AGlWLok8wKcAW-OvcMTEPZ,Ugysq5FksQpw097l8tl4AaABAg,True,UCh3669TNQ7WsT7I39mjHRug,@zezezep,everything is nearby,2026-04-24T21:30:16Z,0,0,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg,,False,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset,"Awesome stuff Ray, very interesting seeing an outside perspective on our city, and a good reminder to Melburnians that we're actually really lucky with what we have here!
A couple of things: 
-Regarding road vehicle behaviour around the in-street tram stops, it's not just normalised in local culture, it's also taught specifically in driver training. Doesn't help when people drive in from other states, but anyone who's learnt to drive in Victoria *should* know the rules around driving with trams. Sadly accidents do still happen.
-The new metro tunnel stations at Town Hall/State Library arguably have different names to Flinders St/Melbourne Central to avoid confusion over their slight separation, but a more likley reason is so the government can say 'we're building 5 new stations!'
Anyway, keep up the good work. ❤",2025-04-10T00:41:11Z,828,29,,
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGiNnbAGfsH,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCbEb0fWu_zSdmTrQIj0awew,@knightradiant2145,"Most people from interstate would understand you have to stop, trams have signs and drivers don’t open their doors unless traffic is stopped. 

But alas we issue licenses to people in Aus who 100% shouldn’t have licenses )-: . It’s usually attitude that causes accidents.",2025-04-10T01:43:12Z,31,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGi_sHIzqul,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UC97F2m-cvBvcw_tpcx3P4MA,@x_rod,10:25 @taitset this is your calling by the way,2025-04-10T03:37:26Z,16,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGidUufl5A2,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset,"@ Haha I did think that. To answer the question in this particular situaiton, he's sitting on route 12 there, which is entirely run by As. The E class in the shot is a Grand Prix special, they don't normally run down there.",2025-04-10T04:09:03Z,44,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGids5tVkWW,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCp690qwODw7E7-J6KDEPYFA,@betteramulet50,@Taitsetwas just about to recommend him your channel re: the mix of different trams on the same line!,2025-04-10T04:12:21Z,9,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGjdirKhDIH,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UC7zTBYMO7UIOoRUKOUTgoJw,@liam3284,"Honestly nothing more frustrating as a tram passenger than having some car fly past the tram as it departs a stop, cut off said tram because there is a parked car, then 200m down the road, sit in the middle of the road for 3 minites, blocking the tram because they are turning right.

I want to see some modeling of how much tram speed improves if we simply block the left hand lane and force a merge at each stop.",2025-04-10T13:30:20Z,13,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGjexfPt76I,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UC6mYdp8axJPpA4jHdZOnsSw,@snowstrobe,I used to always double check before stepping off the tram...,2025-04-10T13:41:06Z,3,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGkCcAedKMB,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCfgtNfWCtsLKutY-BHzIb9Q,@CityNerd,"Hahaha, good point on the ""building five new stations"" thing, I bet they change the names to Melbourne Central and Flinders St within a year of opening",2025-04-10T18:44:00Z,39,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGkeYdr7BKh,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCde8rXKfmRk_QEsGPpw6DOw,@galaxyfarrahway,"if I had a dollar for every time i have almost been hit by a car when getting off a tram, so many drivers dont stop, and i think thats getting worse.",2025-04-10T22:56:47Z,7,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGl5Ix-Xnk5,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCAYRMdd9rfYmRA7fmZNxdng,@annsuma28,"same here in russia. it is argued that a tram weighs some more tons than your car so it wouldn't really care to crash into you, but you certainly will",2025-04-11T02:59:19Z,2,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGm2zWwQGdv,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCuQTMk4y743Apn01_ELlGrg,@heapsyeah,@CityNerd those names will be baked into the system with signs and displays everywhere. Changing the names would be costly. We the people will probably use Flinders st/Melbourne Central informally though,2025-04-11T11:58:17Z,3,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGm7iHaNci_,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCxeAHMfpEfwoP5M4PbLssig,@acv.critter4811,"​@heapsyeahwe the people?
We the people shall call SL/MC by it's proper name, Museum!",2025-04-11T12:39:37Z,6,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGmrUVryPCa,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCN0nPVoZS7ABHhQVt5y8NCQ,@TeeganLee,@annsuma28 in Melbourne they liken trams to a rhinoceros on a skateboard as a way of illustrating that danger. 😂,2025-04-11T19:28:18Z,4,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGobs13Zrjj,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCdwWM8GgOQe4u2wfFuW-5Ww,@treefarm3288,@annsuma28 There is a sign pointing out they weigh 30 tonnes.,2025-04-12T11:50:19Z,3,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGqFXv3Ou7j,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCjFlrkXS7yGomVVztUpyZXg,@thatguyscomputer,"@heapsyeah They already changed Melbourne Centrals name once, it can and should be done again. State Library is a better name anyway.",2025-04-13T03:04:56Z,1,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGrBEKgtaUu,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UC5Q50CJUi_il1Bnx2udwU5w,@GatoTomato,"Fairly sure you'll also cop a fine for passing a stopped tram! Though can't speak from experience.

The DTP has a full webpage for rules around trams, and you'd definitely get failed at the driving test for failing to stop.",2025-04-13T11:46:33Z,0,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGsgvSNUQZ_,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCzT_pDTTqXifQDNbwNlXR-w,@iankearns774,"@liam3284 As long as no one is walking to get on the tram or getting off its no issue, I have driven in this city for 42 years. As soon as I see the stop flag go up I stop also if I see a pedestrian step off the curb, its just common sense.
They never used to have those signs and it was a bit hit and miss back in the 80's, you took your chances.
I once caught trams a lot and never ever had a problem. The biggest problem for drivers these days are nimrods looking at their phones like zombies.",2025-04-14T01:51:26Z,1,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGshfFVzW4N,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCzT_pDTTqXifQDNbwNlXR-w,@iankearns774,"@galaxyfarrahway To start with, when crossing any intersection put your phone in your pocket and look at oncoming traffic..
We had a television add campain back in the 1970s, look to the left, look to the right and look to the left again, and when you know the road is clear of traffic walk straight across the road, dont run, walk straight across the road.
People today walk across the road without looking at the road but are looking at their phones, if you are nearly getting hit by a car its because you arent looking at the oncoming traffic. Its that simple. Take responsibility for yourself first, dont rely on what you perceive as the order of things or rules that are expected to be adhered to.
Not everything goes as planned, if you look to your right getting on atram you will never be hit, look to your left getting off.",2025-04-14T01:57:58Z,4,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGsiLkiBeD-,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UC1_Eu_SRJgFmMV25S3fjeGg,@josephj6521,"When I first drove in Melbourne, I was doing so many hook-turns on purpose. I found them fun and a very safe method to turn right. :)",2025-04-14T02:03:54Z,2,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGt2kXWjKeB,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCde8rXKfmRk_QEsGPpw6DOw,@galaxyfarrahway,@iankearns774 calm down,2025-04-14T05:10:55Z,0,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AGtGARFsGhl,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCzT_pDTTqXifQDNbwNlXR-w,@iankearns774,@ Did I hit a nerve mate? You were the one stating how dangerous cars are passing trams. You were talking bullshit and you know that.,2025-04-14T07:08:11Z,2,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
oUqavm7KhGg,What Is Livability? A Field Report from Melbourne,Ray Delahanty | CityNerd,Ugx8zRPjVBlGe3eG70J4AaABAg.AGiGhQki5w3AHFUUTRdvE7,Ugx8zRPjVBlGe3eG70J4AaABAg,True,UCeZ0Mo0QRWhMf7DhG4Qdtuw,@veaniecar3507,"If you’re old enough (ssshh), the older trams have signs that pop out before the doors open to remind drivers they are required to stop.  There was a big public education piece around the late 80’s/90’s ??? due to the increase in pedestrian/vehicle accidents as cars would try to speed past the trams. 
Its law that you are not allowed to pass a stopped tram, how it works, if a tram pulls up and stops,the car must stop.  The car has to wait until the tram doors close before they can take off and/or attempt to pass the tram - yeah Melbourne drivers do that a lot . You have to stay alert.
Trams have right of way in some areas where trams/roads cross. stop on the tracks and block a tram and you’l know about it when the driver repeatedly dings his bell. Any driver who wants to pit themselves against a tram will end up on the windscreen.",2025-04-23T07:35:48Z,4,0,UCCk88z7a-Gs6IEAO3fp-UZQ,@Taitset
